,wine_index,redwine,red_wineries,red_regions,red_countries,red_avg_wine_ratings,red_avg_price,vintage_year
250,250,Pauillac Grand Cru Class\xe9 1982,Ch\xe2teau Pichon Longueville Comtesse de Lalande,Pauillac,France,4.7,609.99,1982.0
251,251,"[u""'Dominio del Plata' Malbec 2010""]",Nosotros,Mendoza,Argentina,4.7,96.48,2010.0
252,252,Pessac-Leognan Premier Grand Cru Class\xe9 1982,Ch\xe2teau Haut-Brion,Pessac-Leognan,France,4.7,809.99,1982.0
253,253,Special Selection Cabernet Sauvignon 2013,Caymus Vineyards,Rutherford,United States,4.7,159.98,2013.0
254,254,Margaux Premier Grand Cru Class\xe9 2006,Ch\xe2teau Margaux,Margaux,France,4.7,630.97,2006.0
255,255,Solaia 1997,Marchesi Antinori,Toscana,Italy,4.7,379.99,1997.0
256,256,Grand Vin Pauillac Premier Grand Cru Class\xe9 1985,Ch\xe2teau Latour,Pauillac,France,4.7,450.0,1985.0
257,257,Rutherford Red 2012,Quintessa,St. Helena,United States,4.6,167.48,2012.0
258,258,Grand Vin Pauillac Premier Grand Cru Class\xe9 1999,Ch\xe2teau Latour,Pauillac,France,4.7,543.86,1999.0
259,259,Grange 1998,Penfolds,South Australia,Australia,4.7,441.99,1998.0
260,260,Saint-\xc8stephe 1982,"[u""Ch\xe2teau Cos d'Estournel""]",Saint-Est\xe8phe,France,4.7,448.99,1982.0
261,261,Pauillac 1998,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,1094.99,1998.0
262,262,Margaux Premier Grand Cru Class\xe9 1985,Ch\xe2teau Margaux,Margaux,France,4.7,499.99,1985.0
263,263,Pomerol 1989,P\xe9trus,Pomerol,France,4.7,4248.99,1989.0
264,264,Pomerol 1994,P\xe9trus,Pomerol,France,4.7,1698.99,1994.0
265,265,Cabernet Sauvignon Hillside Select 2010,Shafer,Napa Valley,United States,4.7,486.99,2010.0
266,266,Pomerol 1995,P\xe9trus,Pomerol,France,4.7,2284.99,1995.0
267,267,Pauillac 1989,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,647.49,1989.0
268,268,Bolgheri Superiore 2003,Ornellaia,Toscana,Italy,4.7,172.99,2003.0
269,269,Pomerol 1999,P\xe9trus,Pomerol,France,4.7,2222.49,1999.0
270,270,Insignia 2002,Joseph Phelps,St. Helena,United States,4.7,331.99,2002.0
271,271,Pauillac 2002,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.6,698.99,2002.0
272,272,Grand Vin Pauillac Premier Grand Cru Class\xe9 1988,Ch\xe2teau Latour,Pauillac,France,4.7,605.97,1988.0
273,273,Toscana 2004,Masseto,Toscana,Italy,4.7,965.76,2004.0
274,274,Pauillac 1985,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,622.49,1985.0
275,275,Pauillac 2000,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,1799.98,2000.0
276,276,Pomerol 1988,P\xe9trus,Pomerol,France,4.7,1999.97,1988.0
277,277,Pauillac 2004,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,849.49,2004.0
278,278,Saint-\xc9milion Premier Grand Cru Class\xe9 2000,Ch\xe2teau Angelus,Saint-\xc9milion,France,4.7,461.99,2000.0
279,279,Vinha Maria Teresa 2011,Quinta do Crasto,Douro,Portugal,4.7,129.92,2011.0
280,280,Pessac-Leognan Premier Grand Cru Class\xe9 2000,Ch\xe2teau Haut-Brion,Pessac-Leognan,France,4.7,899.49,2000.0
281,281,Saint \xc9milion Premier Grand Cru Class\xe9 1998,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,687.49,1998.0
282,282,Grange 1996,Penfolds,South Australia,Australia,4.7,372.99,1996.0
283,283,Grange 1998,Penfolds,South Australia,Australia,4.7,441.99,1998.0
284,284,Saint-\xc8stephe 1982,"[u""Ch\xe2teau Cos d'Estournel""]",Saint-Est\xe8phe,France,4.7,448.99,1982.0
285,285,Pauillac 1998,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,1094.99,1998.0
286,286,Margaux Premier Grand Cru Class\xe9 1985,Ch\xe2teau Margaux,Margaux,France,4.7,499.99,1985.0
287,287,Pomerol 1989,P\xe9trus,Pomerol,France,4.7,4248.99,1989.0
288,288,Pomerol 1994,P\xe9trus,Pomerol,France,4.7,1698.99,1994.0
289,289,Cabernet Sauvignon Hillside Select 2010,Shafer,Napa Valley,United States,4.7,486.99,2010.0
290,290,Pomerol 1995,P\xe9trus,Pomerol,France,4.7,2284.99,1995.0
291,291,Pauillac 1989,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,647.49,1989.0
292,292,Bolgheri Superiore 2003,Ornellaia,Toscana,Italy,4.7,172.99,2003.0
293,293,Pomerol 1999,P\xe9trus,Pomerol,France,4.7,2222.49,1999.0
294,294,Insignia 2002,Joseph Phelps,St. Helena,United States,4.7,331.99,2002.0
295,295,Pauillac 2002,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.6,698.99,2002.0
296,296,Grand Vin Pauillac Premier Grand Cru Class\xe9 1988,Ch\xe2teau Latour,Pauillac,France,4.7,605.97,1988.0
297,297,Toscana 2004,Masseto,Toscana,Italy,4.7,965.76,2004.0
298,298,Pauillac 1985,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,622.49,1985.0
299,299,Pauillac 2000,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,1799.98,2000.0
300,300,Pomerol 1988,P\xe9trus,Pomerol,France,4.7,1999.97,1988.0
301,301,Pauillac 2004,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,849.49,2004.0
302,302,Saint-\xc9milion Premier Grand Cru Class\xe9 2000,Ch\xe2teau Angelus,Saint-\xc9milion,France,4.7,461.99,2000.0
303,303,Vinha Maria Teresa 2011,Quinta do Crasto,Douro,Portugal,4.7,129.92,2011.0
304,304,Pessac-Leognan Premier Grand Cru Class\xe9 2000,Ch\xe2teau Haut-Brion,Pessac-Leognan,France,4.7,899.49,2000.0
305,305,Saint \xc9milion Premier Grand Cru Class\xe9 1998,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,687.49,1998.0
306,306,Grange 1996,Penfolds,South Australia,Australia,4.7,372.99,1996.0
307,307,Special Selection Cabernet Sauvignon 2005,Caymus Vineyards,Rutherford,United States,4.7,269.54,2005.0
308,308,Pomerol 1979,P\xe9trus,Pomerol,France,4.7,1499.49,1979.0
309,309,Toscana 2009,Masseto,Toscana,Italy,4.7,699.98,2009.0
310,310,Saint-\xc9milion Premier Grand Cru Class\xe9 2005,Ch\xe2teau Pavie,Saint-\xc9milion,France,4.7,441.79,2005.0
311,311,Grange 2005,Penfolds,South Australia,Australia,4.7,524.98,2005.0
312,312,Pomerol 2002,P\xe9trus,Pomerol,France,4.7,2150.0,2002.0
313,313,Brunello di Montalcino Riserva 2006,Soldera,Toscana,Italy,4.7,574.99,2006.0
314,314,Grand Vin Pauillac Premier Grand Cru Class\xe9 2003,Ch\xe2teau Latour,Pauillac,France,4.7,949.99,2003.0
315,315,Pomerol 2000,P\xe9trus,Pomerol,France,4.7,4556.49,2000.0
316,316,Pomerol 2007,P\xe9trus,Pomerol,France,4.7,2694.99,2007.0
317,317,Saint \xc9milion Premier Grand Cru Class\xe9 1990,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,1049.49,1990.0
318,318,\xdanico 1989,Vega Sicilia,Ribera del Duero,Spain,4.7,474.99,1989.0
319,319,Saint \xc9milion Premier Grand Cru Class\xe9 1985,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,624.99,1985.0
320,320,Margaux 2005,Ch\xe2teau Palmer,Margaux,France,4.7,390.12,2005.0
321,321,Grand Vin Pauillac Premier Grand Cru Class\xe9 2000,Ch\xe2teau Latour,Pauillac,France,4.7,1164.48,2000.0
322,322,Cobos Volturno 2012,Vi\xf1a Cobos,Mendoza,Argentina,4.7,209.99,2012.0
323,323,Saint \xc9milion Premier Grand Cru Class\xe9 2000,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,974.99,2000.0
324,324,Proprietary Red 2012,Continuum,St. Helena,United States,4.7,199.98,2012.0
325,325,Insignia 1997,Joseph Phelps,St. Helena,United States,4.7,399.49,1997.0
326,326,Pauillac 1997,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,624.99,1997.0
327,327,Ch\xe2teauneuf-du-Pape R\xe9serv\xe9 2001,Ch\xe2teau Rayas,Southern Rh\xf4ne,France,4.7,417.49,2001.0
328,328,Margaux Premier Grand Cru Class\xe9 2003,Ch\xe2teau Margaux,Margaux,France,4.7,736.99,2003.0
329,329,Grand Vin Pauillac Premier Grand Cru Class\xe9 1983,Ch\xe2teau Latour,Pauillac,France,4.7,464.99,1983.0
330,330,\xdanico 1987,Vega Sicilia,Ribera del Duero,Spain,4.7,447.49,1987.0
331,331,Cabernet Sauvignon Hillside Select 2003,Shafer,Napa Valley,United States,4.7,319.99,2003.0
332,332,\xdanico Reserva Especial 1994,Vega Sicilia,Ribera del Duero,Spain,4.7,537.49,1994.0
333,333,Insignia 2004,Joseph Phelps,St. Helena,United States,4.7,199.49,2004.0
334,334,Maipo 2011,Vi\xf1edo Chadwick,Aconcagua,Chile,4.7,340.42,2011.0
335,335,Saint \xc9milion Premier Grand Cru Class\xe9 2005,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,879.48,2005.0
336,336,Saint \xc9milion Premier Grand Cru Class\xe9 1988,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.7,421.74,1988.0
337,337,Clos Apalta Special Label 2011,Lapostolle,Valle Central,Chile,4.7,89.99,2011.0
338,338,Pessac-L\xe9ognan Cru Class\xe9 des Graves 1989,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.7,997.49,1989.0
339,339,Pomerol 2005,P\xe9trus,Pomerol,France,4.7,4332.49,2005.0
340,340,Margaux Premier Grand Cru Class\xe9 1981,Ch\xe2teau Margaux,Margaux,France,4.7,476.54,1981.0
341,341,Grange 1995,Penfolds,South Australia,Australia,4.7,432.49,1995.0
342,342,Saint-\xc9milion Premier Grand Cru Class\xe9 1989,Ch\xe2teau Angelus,Saint-\xc9milion,France,4.7,322.49,1989.0
343,343,El Nido 2012,Bodegas El Nido,Jumilla,Spain,4.7,130.98,2012.0
344,344,Pauillac 2005,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.7,1498.49,2005.0
345,345,Saint-Julien Grand Cru Class\xe9 2009,Ch\xe2teau Ducru-Beaucaillou,Saint-Julien,France,4.7,374.99,2009.0
346,346,Darius II Cabernet Sauvignon 2012,Darioush,Napa Valley,United States,4.7,239.96,2012.0
347,347,Toscana 1999,Masseto,Toscana,Italy,4.7,813.77,1999.0
348,348,Toscana 1998,Masseto,Toscana,Italy,4.7,950.0,1998.0
349,349,Pessac-L\xe9ognan Cru Class\xe9 des Graves 1990,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.7,584.99,1990.0
350,350,"[u""Ca' Florian Riserva Amarone della Valpolicella Classico 2008""]",Tommasi,Valpolicella,Italy,4.7,92.99,2008.0
351,351,Pingus 2008,Dominio de Pingus,Ribera del Duero,Spain,4.7,696.04,2008.0
352,352,Cabernet Sauvignon 2012,Buccella,Napa Valley,United States,4.7,154.99,2012.0
353,353,Five Shooter 2010,Sine Qua Non,Central Coast,United States,4.7,294.99,2010.0
354,354,Amarone della Valpolicella Vigneto Monte Lodoletta 2001,Dal forno Romano,Veneto,Italy,4.7,649.0,2001.0
355,355,Brunello di Montalcino Riserva 2004,Biondi-Santi,Toscana,Italy,4.7,545.97,2004.0
356,356,M. Etain Cabernet Sauvignon 2012,Scarecrow,Napa Valley,United States,4.7,248.99,2012.0
357,357,Family Estate Grown Cabernet Sauvignon 2010,Spottswoode,St. Helena,United States,4.7,300.0,2010.0
358,358,Pessac-L\xe9ognan Cru Class\xe9 des Graves 1982,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.7,1079.81,1982.0
359,359,Napa Valley 2004,Harlan Estate,Oakville,United States,4.7,588.99,2004.0
360,360,Special Selection Cabernet Sauvignon 2001,Caymus Vineyards,Rutherford,United States,4.7,274.98,2001.0
361,361,Les Pavots 2010,Peter Michael Winery,Knights Valley,United States,4.7,194.98,2010.0
362,362,Cabernet Sauvignon Hillside Select 2002,Shafer,Napa Valley,United States,4.7,538.54,2002.0
363,363,Pomerol 1987,P\xe9trus,Pomerol,France,4.7,2132.54,1987.0
364,364,Taita Marchig\xfce Vineyard 2007,Montes,Valle de Casablanca,Chile,4.7,267.82,2007.0
365,365,Pingus 2001,Dominio de Pingus,Ribera del Duero,Spain,4.7,624.99,2001.0
366,366,Barca Velha Douro 1983,Casa Ferreirinha,Douro,Portugal,4.7,441.4,1983.0
367,367,Grand Vin Pauillac Premier Grand Cru Class\xe9 2005,Ch\xe2teau Latour,Pauillac,France,4.7,1259.98,2005.0
368,368,Pingus 2007,Dominio de Pingus,Ribera del Duero,Spain,4.7,699.98,2007.0
369,369,Pessac-L\xe9ognan Cru Class\xe9 des Graves 2006,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.7,462.49,2006.0
370,370,Roman\xe9e-St.-Vivant 2004,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1149.98,2004.0
371,371,Rubicon 2006,Inglenook,Rutherford,United States,4.7,132.48,2006.0
372,372,Pingus 2006,Dominio de Pingus,Ribera del Duero,Spain,4.7,899.98,2006.0
373,373,\xc9ch\xe9zeaux 2007,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1173.76,2007.0
374,374,Special Selection Cabernet Sauvignon 2002,Caymus Vineyards,Rutherford,United States,4.7,245.48,2002.0
375,375,Pomerol 2003,P\xe9trus,Pomerol,France,4.7,2499.98,2003.0
376,376,Roman\xe9e-Conti 1990,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,18900.0,1990.0
377,377,Eisele Vineyard Cabernet\xa0Sauvignon 2009,Araujo Estate,Calistoga,United States,4.7,269.98,2009.0
378,378,Eisele Vineyard Cabernet\xa0Sauvignon 2010,Araujo Estate,Calistoga,United States,4.7,407.47,2010.0
379,379,Amarone della Valpolicella Vigneto Monte Lodoletta 2002,Dal forno Romano,Veneto,Italy,4.7,559.99,2002.0
380,380,Les Pavots 2012,Peter Michael Winery,Knights Valley,United States,4.7,199.94,2012.0
381,381,Brunello di Montalcino Riserva 1997,Biondi-Santi,Toscana,Italy,4.7,624.98,1997.0
382,382,Cabernet Sauvignon 2012,Quilceda Creek,Columbia Valley,United States,4.7,241.98,2012.0
383,383,California Raven Syrah 2006,Sine Qua Non,Central Coast,United States,4.7,369.99,2006.0
384,384,\xdanico Reserva Especial 2014,Vega Sicilia,Ribera del Duero,Spain,4.7,474.98,2014.0
385,385,Grange 1982,Penfolds,South Australia,Australia,4.7,434.99,1982.0
386,386,IX Estate Red 2006,Colgin,Napa Valley,United States,4.7,450.0,2006.0
387,387,Cabernet Sauvignon 2008,Screaming Eagle,Oakville,United States,4.7,2297.49,2008.0
388,388,Toscana 1996,Masseto,Toscana,Italy,4.7,598.99,1996.0
389,389,Special Selection Cabernet Sauvignon 1997,Caymus Vineyards,Rutherford,United States,4.7,201.99,1997.0
390,390,Toscana 1995,Masseto,Toscana,Italy,4.7,877.54,1995.0
391,391,Messorio 2005,Le Macchiole,Toscana,Italy,4.7,199.94,2005.0
392,392,Darius II Cabernet Sauvignon 2010,Darioush,Napa Valley,United States,4.7,199.94,2010.0
393,393,Roman\xe9e-Conti 2009,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.6,12249.97,2009.0
394,394,Estate Cabernet Sauvignon 2009,Staglin,Rutherford,United States,4.7,182.98,2009.0
395,395,Cabernet Sauvignon 2012,Screaming Eagle,Oakville,United States,4.7,2500.0,2012.0
396,396,Volcanic Hill Cabernet Sauvignon 2005,Diamond Creek,Calistoga,United States,4.7,166.23,2005.0
397,397,Roman\xe9e-St.-Vivant 2006,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1274.49,2006.0
398,398,Insignia 1995,Joseph Phelps,St. Helena,United States,4.7,246.99,1995.0
399,399,Special Selection Cabernet Sauvignon 1994,Caymus Vineyards,Rutherford,United States,4.7,229.97,1994.0
400,400,Sassicaia 1989,Tenuta San Guido,Toscana,Italy,4.7,314.49,1989.0
401,401,Veneto Alzero Cabernet 2004,Quintarelli Giuseppe,Veneto,Italy,4.7,477.48,2004.0
402,402,Cabernet Sauvignon Reserve 2006,Jarvis,Napa Valley,United States,4.7,202.48,2006.0
403,403,Pinot Noir Keefer Ranch 2012,Kosta Browne,Sonoma County,United States,4.7,139.98,2012.0
404,404,Estate Red 2012,Cardinale,Oakville,United States,4.7,249.98,2012.0
405,405,"[u""Cabernet Sauvignon Martha's Vineyard 2006""]",Heitz Cellar,St. Helena,United States,4.7,150.0,2006.0
406,406,Darius II Cabernet Sauvignon 2011,Darioush,Napa Valley,United States,4.7,264.98,2011.0
407,407,California Raven Syrah 2006,Sine Qua Non,Central Coast,United States,4.7,369.99,2006.0
408,408,\xdanico Reserva Especial 2014,Vega Sicilia,Ribera del Duero,Spain,4.7,474.98,2014.0
409,409,Grange 1982,Penfolds,South Australia,Australia,4.7,434.99,1982.0
410,410,IX Estate Red 2006,Colgin,Napa Valley,United States,4.7,450.0,2006.0
411,411,Cabernet Sauvignon 2008,Screaming Eagle,Oakville,United States,4.7,2297.49,2008.0
412,412,Toscana 1996,Masseto,Toscana,Italy,4.7,598.99,1996.0
413,413,Special Selection Cabernet Sauvignon 1997,Caymus Vineyards,Rutherford,United States,4.7,201.99,1997.0
414,414,Toscana 1995,Masseto,Toscana,Italy,4.7,877.54,1995.0
415,415,Messorio 2005,Le Macchiole,Toscana,Italy,4.7,199.94,2005.0
416,416,Darius II Cabernet Sauvignon 2010,Darioush,Napa Valley,United States,4.7,199.94,2010.0
417,417,Roman\xe9e-Conti 2009,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.6,12249.97,2009.0
418,418,Estate Cabernet Sauvignon 2009,Staglin,Rutherford,United States,4.7,182.98,2009.0
419,419,Cabernet Sauvignon 2012,Screaming Eagle,Oakville,United States,4.7,2500.0,2012.0
420,420,Volcanic Hill Cabernet Sauvignon 2005,Diamond Creek,Calistoga,United States,4.7,166.23,2005.0
421,421,Roman\xe9e-St.-Vivant 2006,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1274.49,2006.0
422,422,Insignia 1995,Joseph Phelps,St. Helena,United States,4.7,246.99,1995.0
423,423,Special Selection Cabernet Sauvignon 1994,Caymus Vineyards,Rutherford,United States,4.7,229.97,1994.0
424,424,Sassicaia 1989,Tenuta San Guido,Toscana,Italy,4.7,314.49,1989.0
425,425,Veneto Alzero Cabernet 2004,Quintarelli Giuseppe,Veneto,Italy,4.7,477.48,2004.0
426,426,Cabernet Sauvignon Reserve 2006,Jarvis,Napa Valley,United States,4.7,202.48,2006.0
427,427,Pinot Noir Keefer Ranch 2012,Kosta Browne,Sonoma County,United States,4.7,139.98,2012.0
428,428,Estate Red 2012,Cardinale,Oakville,United States,4.7,249.98,2012.0
429,429,"[u""Cabernet Sauvignon Martha's Vineyard 2006""]",Heitz Cellar,St. Helena,United States,4.7,150.0,2006.0
430,430,Darius II Cabernet Sauvignon 2011,Darioush,Napa Valley,United States,4.7,264.98,2011.0
431,431,Szamorodni Tokaji 2009,Szepsy,Tokaji,Hungary,4.7,98.98,2009.0
432,432,Termanthia 2006,Bodega Numanthia,Toro,Spain,4.7,199.98,2006.0
433,433,Cabernet Sauvignon RBS To Kalon Beckstoffer 2012,Schrader,Calistoga,United States,4.7,349.98,2012.0
434,434,Richebourg 2007,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1500.0,2007.0
435,435,Hommage a Jacques Perrin Ch\xe2teauneuf-du-Pape 1998,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.7,774.99,1998.0
436,436,Cobos Corte uNico 2006,Vi\xf1a Cobos,Mendoza,Argentina,4.7,179.97,2006.0
437,437,Saint-\xc9milion Premier Grand Cru Class\xe9 1990,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.7,594.99,1990.0
438,438,Barolo Riserva Monfortino 2006,Conterno,Langhe,Italy,4.7,774.99,2006.0
439,439,\xc9ch\xe9zeaux 2010,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1162.49,2010.0
440,440,Ribera Del Duero Vendimia Seleccionada Cuesta De Las Liebres 2011,Pago de Carraovejas,Ribera del Duero,Spain,4.7,244.99,2011.0
441,441,Cabernet Sauvignon 2007,Screaming Eagle,Oakville,United States,4.7,3194.99,2007.0
442,442,Roman\xe9e-Conti 2010,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,13999.99,2010.0
443,443,Winston Hill Vineyard Red 2012,Frank Family Vineyards,Calistoga,United States,4.6,169.98,2012.0
444,444,IX Estate Red 2009,Colgin,Napa Valley,United States,4.7,394.64,2009.0
445,445,Eisele Vineyard Cabernet\xa0Sauvignon 2007,Araujo Estate,Calistoga,United States,4.7,297.99,2007.0
446,446,Vinha Maria Teresa 2013,Quinta do Crasto,Douro,Portugal,4.7,129.92,2013.0
447,447,Turn The Whole Thing 2009,Sine Qua Non,Central Coast,United States,4.7,284.99,2009.0
448,448,Hommage a Jacques Perrin Ch\xe2teauneuf-du-Pape 2005,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.7,464.98,2005.0
449,449,Napa Valley 2000,Harlan Estate,Oakville,United States,4.7,574.99,2000.0
450,450,Grand Vin Pauillac Premier Grand Cru Class\xe9 2009,Ch\xe2teau Latour,Pauillac,France,4.7,1696.99,2009.0
451,451,Pinot Noir Keefer Ranch 2013,Kosta Browne,Sonoma County,United States,4.7,132.98,2013.0
452,452,Cabernet Sauvignon 2009,Screaming Eagle,Oakville,United States,4.7,2387.99,2009.0
453,453,Costa Russi 2001,Gaja,Piemonte,Italy,4.7,399.98,2001.0
454,454,C\xf4te-R\xf4tie La Mouline  2002,E. Guigal,Northern Rh\xf4ne,France,4.7,224.48,2002.0
455,455,Grands \xc9ch\xe9zeaux 2007,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1221.77,2007.0
456,456,Hermitage 1990,Domaine Jean-Louis Chave,Northern Rh\xf4ne,France,4.7,899.26,1990.0
457,457,St Eden 2009,Bond Estates,Oakville,United States,4.7,372.97,2009.0
458,458,Hill of Grace 2009,Henschke,South Australia,Australia,4.7,649.97,2009.0
459,459,IX Estate Red 2008,Colgin,Napa Valley,United States,4.7,314.98,2008.0
460,460,Insignia 1996,Joseph Phelps,St. Helena,United States,4.7,184.99,1996.0
461,461,Cabernet Sauvignon 2009,Scarecrow,Napa Valley,United States,4.7,408.33,2009.0
462,462,Basket Press Shiraz 1998,Rockford,Barossa,Australia,4.7,175.99,1998.0
463,463,Cabernet Sauvignon Hillside Select 1999,Shafer,Napa Valley,United States,4.7,258.98,1999.0
464,464,Roman\xe9e-Conti 2007,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,15693.54,2007.0
465,465,Napa Valley 1994,Harlan Estate,Oakville,United States,4.7,1279.99,1994.0
466,466,Rioja Alavesa Vi\xf1a El Pison 2004,Artadi,Rioja,Spain,4.7,474.99,2004.0
467,467,Special Selection Cabernet Sauvignon 1999,Caymus Vineyards,Rutherford,United States,4.7,224.99,1999.0
468,468,Saint-\xc9milion Grand Cru 2005,Ch\xe2teau Pavie Decesse,Saint-\xc9milion,France,4.7,269.98,2005.0
469,469,Cabernet Sauvignon Branding Iron Vineyard 2013,Nickel & Nickel,Oakville,United States,4.6,96.28,2013.0
470,470,Backus Vineyard Cabernet Sauvignon 2006,Joseph Phelps,St. Helena,United States,4.7,189.93,2006.0
471,471,Cabernet Sauvignon 2005,Scarecrow,Napa Valley,United States,4.7,689.49,2005.0
472,472,Grands \xc9ch\xe9zeaux 2011,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,1099.94,2011.0
473,473,Clos de Tart Grand Cru 2009,Mommessin,Bourgogne,France,4.7,394.99,2009.0
474,474,Napa Valley 2002,Harlan Estate,Oakville,United States,4.7,944.49,2002.0
475,475,Ark Vineyard Cabernet Sauvignon 2005,Hundred Acre,Rutherford,United States,4.7,398.99,2005.0
476,476,Harlequin 2006,Zyme,Veneto,Italy,4.7,249.0,2006.0
477,477,Ch\xe2teauneuf-du-Pape Cuv\xe9e Da Capo 2010,Domaine du Pegau,Ch\xe2teauneuf-du-Pape,France,4.7,459.98,2010.0
478,478,Cabernet Sauvignon Cave Collection 2008,Far Niente,Oakville,United States,4.7,163.6,2008.0
479,479,James Berry Vineyard 2012,Saxum,Paso Robles,United States,4.7,168.99,2012.0
480,480,Pingus 1995,Dominio de Pingus,Ribera del Duero,Spain,4.7,1094.99,1995.0
481,481,Cabernet Sauvignon G Major 7 Study 2012,Gargiulo,Oakville,United States,4.7,149.94,2012.0
482,482,Pomerol 1985,Ch\xe2teau La Conseillante,Pomerol,France,4.6,244.99,1985.0
483,483,Amarone della Valpolicella Classico 1967,Bertani,Amarone della Valpolicella,Italy,4.7,461.98,1967.0
484,484,Veneto Vigna Ser\xe9 Rosso Passito 2003,Dal forno Romano,Veneto,Italy,4.7,221.48,2003.0
485,485,Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2009,Paul Hobbs,Sonoma County,United States,4.7,299.96,2009.0
486,486,James Berry Vineyard 2007,Saxum,Paso Robles,United States,4.7,424.99,2007.0
487,487,Ch\xe2teauneuf-du-Pape Deus Ex Machina 2005,Clos Saint Jean,Ch\xe2teauneuf-du-Pape,France,4.7,329.97,2005.0
488,488,Saint-\xc9milion Grand Cru 2009,Ch\xe2teau Tertre Roteboeuf,Saint-\xc9milion,France,4.7,314.86,2009.0
